"Site","Plot","TIMESTAMP","Instrument","Instrument_ID","Sensor_ID","Location","Value","research_name","ID","F_OOB","F_OOS"
"GCW","W","2022-09-03 13:45:00","CS EE181",,,,59.82,"wx_rh15","0ae2f319dc336516",0,0
"GCW","W","2022-09-03 13:45:00","LI-200R",,,,681.5,"wx_slr_fd15","b6c25c523373d799",,0
"GCW","W","2022-09-03 13:45:00","LI-200R",,,,3.68,"wx_slr_tf15","95eab6a9e4199a8a",,0
"GCW","W","2022-09-03 13:45:00","CS106",,,,6.928233,"wx_svp15","b4ffc47c66060395",,0
"GCW","W","2022-09-03 13:45:00","CS EE181",,,,28.11,"wx_tempavg15","822093a3689b7580",0,0
"GCW","W","2022-09-03 13:45:00","CS106",,,,0,"wx_vappress15","d850442bcc7b7520",1,0
"GCW","W","2022-09-03 13:45:00","CS106",,,,6.928233,"wx_vpd15","be9160f05f5f13bd",,0
"GCW","W","2022-09-03 13:45:00","RM Young 05103-10-L",,,,158.2742,"wx_winddir15","aead9f78067040b6",0,0
"GCW","W","2022-09-03 13:45:00","RM Young 05103-10-L",,,,1.637907,"wx_windspeed15","4116caea09c413b3",,0
"GCW","W","2022-09-03 14:00:00","CS106",,,,1023.209,"wx_barpress15","a1c5d30efa4cca79",0,0
"GCW","W","2022-09-03 14:00:00","CS700",,,,0,"wx_gcrew_rain15","9009f99d4942bced",0,0
"GCW","W","2022-09-03 14:00:00","RM Young 05103-10-L",,,,3.3516,"wx_maxws15","f2987c68576d5307",0,0
"GCW","W","2022-09-03 14:00:00","RM Young 05103-10-L",,,,0,"wx_minws15","d8872c0fd1a96c93",0,0
"GCW","W","2022-09-03 14:00:00","LI-190R",,,,1247,"wx_par_den15","5d21a3534e431a91",,0
"GCW","W","2022-09-03 14:00:00","LI-190R",,,,0,"wx_par_tot15","41c36428d9c4a028",,0
"GCW","W","2022-09-03 14:00:00","CS EE181",,,,60.91,"wx_rh15","4953a9071da428ac",0,0
"GCW","W","2022-09-03 14:00:00","LI-200R",,,,662.4,"wx_slr_fd15","f25fc3b5bc80bf84",,0
"GCW","W","2022-09-03 14:00:00","LI-200R",,,,3.577,"wx_slr_tf15","8fe3abdd79959f47",,0
"GCW","W","2022-09-03 14:00:00","CS106",,,,7.018722,"wx_svp15","500cd7d1087d4f3c",,0
"GCW","W","2022-09-03 14:00:00","CS EE181",,,,28.36,"wx_tempavg15","acf271292fe8af06",0,0
"GCW","W","2022-09-03 14:00:00","CS106",,,,0,"wx_vappress15","5f3bcd0065dacfb3",1,0
"GCW","W","2022-09-03 14:00:00","CS106",,,,7.018722,"wx_vpd15","0439ce3d4f32ad53",,0
"GCW","W","2022-09-03 14:00:00","RM Young 05103-10-L",,,,136.5075,"wx_winddir15","2a5bb46397faeb92",0,0
"GCW","W","2022-09-03 14:00:00","RM Young 05103-10-L",,,,1.566258,"wx_windspeed15","202d6cf8d4042056",,0
"GCW","W","2022-09-03 14:15:00","CS106",,,,1023.131,"wx_barpress15","3e79fddc0115b785",0,0
"GCW","W","2022-09-03 14:15:00","CS700",,,,0,"wx_gcrew_rain15","2886bf1449a21f0b",0,0
"GCW","W","2022-09-03 14:15:00","RM Young 05103-10-L",,,,3.2536,"wx_maxws15","3e2fdb75eb74fd7d",0,0
"GCW","W","2022-09-03 14:15:00","RM Young 05103-10-L",,,,0,"wx_minws15","4b307399ddd31280",0,0
"GCW","W","2022-09-03 14:15:00","LI-190R",,,,1201,"wx_par_den15","70d2a6e9ac2730d6",,0
"GCW","W","2022-09-03 14:15:00","LI-190R",,,,0,"wx_par_tot15","766773e46c092da7",,0
"GCW","W","2022-09-03 14:15:00","CS EE181",,,,55.94,"wx_rh15","5e1adf9a99e5c43c",0,0
"GCW","W","2022-09-03 14:15:00","LI-200R",,,,637.4,"wx_slr_fd15","cf3c2b58bdafffc5",,0
"GCW","W","2022-09-03 14:15:00","LI-200R",,,,3.442,"wx_slr_tf15","6917de17c4fd29e2",,0
"GCW","W","2022-09-03 14:15:00","CS106",,,,7.033896,"wx_svp15","84124e8997ae298e",,0
"GCW","W","2022-09-03 14:15:00","CS EE181",,,,28.52,"wx_tempavg15","cd75389a6d8f58c9",0,0
"GCW","W","2022-09-03 14:15:00","CS106",,,,0,"wx_vappress15","7a2ca8a6eede3049",1,0
"GCW","W","2022-09-03 14:15:00","CS106",,,,7.033896,"wx_vpd15","3a447c76f7465a38",,0
"GCW","W","2022-09-03 14:15:00","RM Young 05103-10-L",,,,149.1546,"wx_winddir15","5245b7496bad981d",0,0
"GCW","W","2022-09-03 14:15:00","RM Young 05103-10-L",,,,1.347827,"wx_windspeed15","ec237975662ba9ad",,0
"GCW","W","2022-09-03 14:30:00","CS106",,,,1022.892,"wx_barpress15","91c558d697a4bc09",0,0
"GCW","W","2022-09-03 14:30:00","CS700",,,,0,"wx_gcrew_rain15","b183182f01fce0f5",0,0
"GCW","W","2022-09-03 14:30:00","RM Young 05103-10-L",,,,3.136,"wx_maxws15","0bf846184797556b",0,0
"GCW","W","2022-09-03 14:30:00","RM Young 05103-10-L",,,,0.2156,"wx_minws15","5f5cc726af705b69",0,0
"GCW","W","2022-09-03 14:30:00","LI-190R",,,,1149,"wx_par_den15","f79e3f653446e491",,0
"GCW","W","2022-09-03 14:30:00","LI-190R",,,,0,"wx_par_tot15","d402cd9ed00876a8",,0
"GCW","W","2022-09-03 14:30:00","CS EE181",,,,52.25,"wx_rh15","d48eaf2406c44722",0,0
"GCW","W","2022-09-03 14:30:00","LI-200R",,,,610.3,"wx_slr_fd15","0c77f5b9133d4647",,0
"GCW","W","2022-09-03 14:30:00","LI-200R",,,,3.296,"wx_slr_tf15","0feac1d74da6ccf4",,0
"GCW","W","2022-09-03 14:30:00","CS106",,,,7.138444,"wx_svp15","cd956f0878f0342b",,0
"GCW","W","2022-09-03 14:30:00","CS EE181",,,,28.71,"wx_tempavg15","d2f2e2a0a053dbe2",0,0
"GCW","W","2022-09-03 14:30:00","CS106",,,,0,"wx_vappress15","7dd0fd12c0c81d6c",1,0
"GCW","W","2022-09-03 14:30:00","CS106",,,,7.138444,"wx_vpd15","6fbe9414b2c78c4b",,0
"GCW","W","2022-09-03 14:30:00","RM Young 05103-10-L",,,,148.6365,"wx_winddir15","3d9c4938aa4621c6",0,0
"GCW","W","2022-09-03 14:30:00","RM Young 05103-10-L",,,,1.651191,"wx_windspeed15","ab5b4dbc4ce0d8f1",,0
"GCW","W","2022-09-03 14:45:00","CS106",,,,1022.665,"wx_barpress15","4191534b329ac4d5",0,0
"GCW","W","2022-09-03 14:45:00","CS700",,,,0,"wx_gcrew_rain15","31b8b0c69b024433",0,0
"GCW","W","2022-09-03 14:45:00","RM Young 05103-10-L",,,,3.136,"wx_maxws15","52dbcb49e8897660",0,0
"GCW","W","2022-09-03 14:45:00","RM Young 05103-10-L",,,,0,"wx_minws15","4f6710bbe8af1352",0,0
"GCW","W","2022-09-03 14:45:00","LI-190R",,,,1081,"wx_par_den15","5eaa3432156f5489",,0
"GCW","W","2022-09-03 14:45:00","LI-190R",,,,0,"wx_par_tot15","c8c5ad3acf72d120",,0
"GCW","W","2022-09-03 14:45:00","CS EE181",,,,52.73,"wx_rh15","3d9db421e5a56df0",0,0
"GCW","W","2022-09-03 14:45:00","LI-200R",,,,575.9,"wx_slr_fd15","f132a1f7b0834485",,0
"GCW","W","2022-09-03 14:45:00","LI-200R",,,,3.11,"wx_slr_tf15","72040f438f63a97b",,0
"GCW","W","2022-09-03 14:45:00","CS106",,,,7.092571,"wx_svp15","2463414c61f6fb15",,0
"GCW","W","2022-09-03 14:45:00","CS EE181",,,,28.84,"wx_tempavg15","58efb7791464008d",0,0
"GCW","W","2022-09-03 14:45:00","CS106",,,,0,"wx_vappress15","ec9fa042ef2d5fc2",1,0
"GCW","W","2022-09-03 14:45:00","CS106",,,,7.092571,"wx_vpd15","89647edd28194e49",,0
"GCW","W","2022-09-03 14:45:00","RM Young 05103-10-L",,,,169.1,"wx_winddir15","118c1171ce1ca412",0,0
"GCW","W","2022-09-03 14:45:00","RM Young 05103-10-L",,,,1.275524,"wx_windspeed15","68c53d6657043e62",,0
"GCW","W","2022-09-03 15:00:00","CS106",,,,1022.463,"wx_barpress15","72d4dd3d4e0a7e5a",0,0
"GCW","W","2022-09-03 15:00:00","CS700",,,,0,"wx_gcrew_rain15","7517d1c96ad65284",0,0
"GCW","W","2022-09-03 15:00:00","RM Young 05103-10-L",,,,3.3712,"wx_maxws15","04f4a6c2b109b672",0,0
"GCW","W","2022-09-03 15:00:00","RM Young 05103-10-L",,,,0,"wx_minws15","8e020f63f4a0ab3f",0,0
"GCW","W","2022-09-03 15:00:00","LI-190R",,,,1001,"wx_par_den15","8e616e09dc63ff18",,0
"GCW","W","2022-09-03 15:00:00","LI-190R",,,,0,"wx_par_tot15","2b4aa4b78db58d6c",,0
"GCW","W","2022-09-03 15:00:00","CS EE181",,,,53.27,"wx_rh15","a99adf8504f0e75b",0,0
"GCW","W","2022-09-03 15:00:00","LI-200R",,,,532.3,"wx_slr_fd15","557581c08218c493",,0
"GCW","W","2022-09-03 15:00:00","LI-200R",,,,2.874,"wx_slr_tf15","62340fd3360b9c93",,0
"GCW","W","2022-09-03 15:00:00","CS106",,,,7.06231,"wx_svp15","0e1c5708aa28ba12",,0
"GCW","W","2022-09-03 15:00:00","CS EE181",,,,28.69,"wx_tempavg15","1101c2c54f8749f8",0,0
"GCW","W","2022-09-03 15:00:00","CS106",,,,0,"wx_vappress15","c903ade63b67f004",1,0
"GCW","W","2022-09-03 15:00:00","CS106",,,,7.06231,"wx_vpd15","2a18e60dd5e5d77f",,0
"GCW","W","2022-09-03 15:00:00","RM Young 05103-10-L",,,,187.7978,"wx_winddir15","3e9ed9b6fcf37fdb",0,0
"GCW","W","2022-09-03 15:00:00","RM Young 05103-10-L",,,,1.425246,"wx_windspeed15","98e3731cc37ef249",,0
"GCW","W","2022-09-03 15:15:00","CS106",,,,1022.245,"wx_barpress15","557f6339828c2772",0,0
"GCW","W","2022-09-03 15:15:00","CS700",,,,0,"wx_gcrew_rain15","3f4b853588d6e57a",0,0
"GCW","W","2022-09-03 15:15:00","RM Young 05103-10-L",,,,3.4888,"wx_maxws15","31db9ce9b6538661",0,0
"GCW","W","2022-09-03 15:15:00","RM Young 05103-10-L",,,,0,"wx_minws15","29ddb5aaad1c7095",0,0
"GCW","W","2022-09-03 15:15:00","LI-190R",,,,931,"wx_par_den15","29c0d97facde8ebf",,0
"GCW","W","2022-09-03 15:15:00","LI-190R",,,,0,"wx_par_tot15","accd8206fc5e8e8c",,0
"GCW","W","2022-09-03 15:15:00","CS EE181",,,,54.98,"wx_rh15","618276212b529c73",0,0
"GCW","W","2022-09-03 15:15:00","LI-200R",,,,493.8,"wx_slr_fd15","4ee747178a316043",,0
"GCW","W","2022-09-03 15:15:00","LI-200R",,,,2.667,"wx_slr_tf15","0f873e092ad96a8a",,0
"GCW","W","2022-09-03 15:15:00","CS106",,,,7.077273,"wx_svp15","337be5eab68be5db",,0
"GCW","W","2022-09-03 15:15:00","CS EE181",,,,28.77,"wx_tempavg15","a28fdf49f76c9497",0,0
"GCW","W","2022-09-03 15:15:00","CS106",,,,0,"wx_vappress15","9d34a8bfe63c91a8",1,0
"GCW","W","2022-09-03 15:15:00","CS106",,,,7.077273,"wx_vpd15","1a8926d3f0daa2d8",,0
"GCW","W","2022-09-03 15:15:00","RM Young 05103-10-L",,,,167.6935,"wx_winddir15","bc6a496f1d436f4f",0,0
"GCW","W","2022-09-03 15:15:00","RM Young 05103-10-L",,,,1.106311,"wx_windspeed15","e1f4a1f8a8298470",,0
"GCW","W","2022-09-03 15:30:00","CS106",,,,1022.026,"wx_barpress15","4b34259674a57d00",0,0
"GCW","W","2022-09-03 15:30:00","CS700",,,,0,"wx_gcrew_rain15","5cc3f2f04badb8b1",0,0
"GCW","W","2022-09-03 15:30:00","RM Young 05103-10-L",,,,2.8028,"wx_maxws15","4926b95feadb3251",0,0
"GCW","W","2022-09-03 15:30:00","RM Young 05103-10-L",,,,0.0196,"wx_minws15","02197e6bd37429d7",0,0
"GCW","W","2022-09-03 15:30:00","LI-190R",,,,857,"wx_par_den15","2d08f813b5b61cfc",,0
"GCW","W","2022-09-03 15:30:00","LI-190R",,,,0,"wx_par_tot15","e02f2041606af5df",,0
"GCW","W","2022-09-03 15:30:00","CS EE181",,,,55.79,"wx_rh15","7b8e65d961caa4d9",0,0
"GCW","W","2022-09-03 15:30:00","LI-200R",,,,454.5,"wx_slr_fd15","d3053e8c7648b274",,0
"GCW","W","2022-09-03 15:30:00","LI-200R",,,,2.454,"wx_slr_tf15","8de839c10e460a64",,0
"GCW","W","2022-09-03 15:30:00","CS106",,,,7.092196,"wx_svp15","96bc6a4fd3e43caa",,0
"GCW","W","2022-09-03 15:30:00","CS EE181",,,,28.57,"wx_tempavg15","ca4e0279ea3dbd7c",0,0
"GCW","W","2022-09-03 15:30:00","CS106",,,,0,"wx_vappress15","a439728530ddd5db",1,0
"GCW","W","2022-09-03 15:30:00","CS106",,,,7.092196,"wx_vpd15","ef67ee9726be8050",,0
"GCW","W","2022-09-03 15:30:00","RM Young 05103-10-L",,,,169.1769,"wx_winddir15","ce3ccdd13ca82f19",0,0
"GCW","W","2022-09-03 15:30:00","RM Young 05103-10-L",,,,1.1907,"wx_windspeed15","43e447fe54b2163f",,0
"GCW","W","2022-09-03 15:45:00","CS106",,,,1021.985,"wx_barpress15","bffe75e4e10fde5a",0,0
"GCW","W","2022-09-03 15:45:00","CS700",,,,0,"wx_gcrew_rain15","c3a0931510f0e9ed",0,0
"GCW","W","2022-09-03 15:45:00","RM Young 05103-10-L",,,,3.0968,"wx_maxws15","e74b2ef897fca166",0,0
"GCW","W","2022-09-03 15:45:00","RM Young 05103-10-L",,,,0.0784,"wx_minws15","449f88939234ac53",0,0
"GCW","W","2022-09-03 15:45:00","LI-190R",,,,794.9,"wx_par_den15","e5afece8224b6675",,0
"GCW","W","2022-09-03 15:45:00","LI-190R",,,,0,"wx_par_tot15","5bf62e3dd2a176cb",,0
"GCW","W","2022-09-03 15:45:00","CS EE181",,,,51.3,"wx_rh15","7260a5cf3715d589",0,0
"GCW","W","2022-09-03 15:45:00","LI-200R",,,,420.7,"wx_slr_fd15","9f1a6863b42776db",,0
"GCW","W","2022-09-03 15:45:00","LI-200R",,,,2.272,"wx_slr_tf15","a62469244183768f",,0
"GCW","W","2022-09-03 15:45:00","CS106",,,,7.017766,"wx_svp15","edf814e36958cd99",,0
"GCW","W","2022-09-03 15:45:00","CS EE181",,,,28.39,"wx_tempavg15","e5b966922ff5f9b9",0,0
"GCW","W","2022-09-03 15:45:00","CS106",,,,0,"wx_vappress15","edf7aef601f8b691",1,0
"GCW","W","2022-09-03 15:45:00","CS106",,,,7.017766,"wx_vpd15","345b6bd874037a85",,0
"GCW","W","2022-09-03 15:45:00","RM Young 05103-10-L",,,,166.0455,"wx_winddir15","5ca7ecf2527bf1e4",0,0
"GCW","W","2022-09-03 15:45:00","RM Young 05103-10-L",,,,1.443758,"wx_windspeed15","532651196f3928a8",,0
"GCW","W","2022-09-03 16:00:00","CS106",,,,1021.833,"wx_barpress15","d22b243217e1e6de",0,0
"GCW","W","2022-09-03 16:00:00","CS700",,,,0,"wx_gcrew_rain15","8ba1430207ead3b3",0,0
"GCW","W","2022-09-03 16:00:00","RM Young 05103-10-L",,,,1.5876,"wx_maxws15","d5be5bc23a4436bb",0,0
"GCW","W","2022-09-03 16:00:00","RM Young 05103-10-L",,,,0,"wx_minws15","73d9797491242ec4",0,0
"GCW","W","2022-09-03 16:00:00","LI-190R",,,,678.5,"wx_par_den15","ac48567a421dfa06",,0
"GCW","W","2022-09-03 16:00:00","LI-190R",,,,0,"wx_par_tot15","56f2bc9a0efbe7ae",,0
"GCW","W","2022-09-03 16:00:00","CS EE181",,,,59.54,"wx_rh15","dd8ceb6371c90158",0,0
"GCW","W","2022-09-03 16:00:00","LI-200R",,,,356.4,"wx_slr_fd15","8c88682dd305f1f1",,0
"GCW","W","2022-09-03 16:00:00","LI-200R",,,,1.925,"wx_slr_tf15","94dd09e4df5f2d00",,0
"GCW","W","2022-09-03 16:00:00","CS106",,,,6.904748,"wx_svp15","78df0ca1c461868a",,0
"GCW","W","2022-09-03 16:00:00","CS EE181",,,,28.47,"wx_tempavg15","78f6c17a4f580df0",0,0
"GCW","W","2022-09-03 16:00:00","CS106",,,,0,"wx_vappress15","adb0ab9acdc580b1",1,0
"GCW","W","2022-09-03 16:00:00","CS106",,,,6.904748,"wx_vpd15","5bf9b31e1d5ac6eb",,0
"GCW","W","2022-09-03 16:00:00","RM Young 05103-10-L",,,,194.031,"wx_winddir15","2ff433ecc6b6e54b",0,0
"GCW","W","2022-09-03 16:00:00","RM Young 05103-10-L",,,,0.6344955,"wx_windspeed15","fe1172932651e666",,0
"GCW","W","2022-09-03 16:15:00","CS106",,,,1021.792,"wx_barpress15","97731212b13378b3",0,0
"GCW","W","2022-09-03 16:15:00","CS700",,,,0,"wx_gcrew_rain15","f370f325e19ae958",0,0
"GCW","W","2022-09-03 16:15:00","RM Young 05103-10-L",,,,0.9408,"wx_maxws15","9a05cb135f832480",0,0
"GCW","W","2022-09-03 16:15:00","RM Young 05103-10-L",,,,0,"wx_minws15","7cac39da99420fdd",0,0
"GCW","W","2022-09-03 16:15:00","LI-190R",,,,650.2,"wx_par_den15","7992958021ada524",,0
"GCW","W","2022-09-03 16:15:00","LI-190R",,,,0,"wx_par_tot15","0a07dd1310d0fb76",,0
"GCW","W","2022-09-03 16:15:00","CS EE181",,,,60.77,"wx_rh15","842ebcf7c3352dc9",0,0
"GCW","W","2022-09-03 16:15:00","LI-200R",,,,221.1,"wx_slr_fd15","4c73e2262d1f894e",,0
"GCW","W","2022-09-03 16:15:00","LI-200R",,,,1.194,"wx_slr_tf15","6893b2c8dd43d847",,0
"GCW","W","2022-09-03 16:15:00","CS106",,,,6.821896,"wx_svp15","c3a5417e3a5b3f00",,0
"GCW","W","2022-09-03 16:15:00","CS EE181",,,,27.71,"wx_tempavg15","d6c841eb84fe85c5",0,0
"GCW","W","2022-09-03 16:15:00","CS106",,,,0,"wx_vappress15","12380244dd7aed4d",1,0
"GCW","W","2022-09-03 16:15:00","CS106",,,,6.821896,"wx_vpd15","6e0288b0ca81e2ca",,0
"GCW","W","2022-09-03 16:15:00","RM Young 05103-10-L",,,,224.6214,"wx_winddir15","73f5270a797158c4",0,0
"GCW","W","2022-09-03 16:15:00","RM Young 05103-10-L",,,,0.3352689,"wx_windspeed15","2d39bb728cc847ea",,0
"GCW","W","2022-09-03 16:30:00","CS106",,,,1021.7,"wx_barpress15","95b1f94a0aad8066",0,0
"GCW","W","2022-09-03 16:30:00","CS700",,,,0,"wx_gcrew_rain15","5f04deab09c9872e",0,0
"GCW","W","2022-09-03 16:30:00","RM Young 05103-10-L",,,,1.4896,"wx_maxws15","e30d0243875a2af3",0,0
"GCW","W","2022-09-03 16:30:00","RM Young 05103-10-L",,,,0,"wx_minws15","c40d030903de0d1e",0,0
"GCW","W","2022-09-03 16:30:00","LI-190R",,,,540.5,"wx_par_den15","537cb50f46176911",,0
"GCW","W","2022-09-03 16:30:00","LI-190R",,,,0,"wx_par_tot15","d0930ec229e74819",,0
"GCW","W","2022-09-03 16:30:00","CS EE181",,,,67.24,"wx_rh15","437ce775c2d5e34a",0,0
"GCW","W","2022-09-03 16:30:00","LI-200R",,,,106.7,"wx_slr_fd15","e5ecb971cc2c7905",,0
"GCW","W","2022-09-03 16:30:00","LI-200R",,,,0.576,"wx_slr_tf15","5281343c23803520",,0
"GCW","W","2022-09-03 16:30:00","CS106",,,,6.623735,"wx_svp15","8de14ca51edc570c",,0
"GCW","W","2022-09-03 16:30:00","CS EE181",,,,27.2,"wx_tempavg15","0faeea85e1c65429",0,0
"GCW","W","2022-09-03 16:30:00","CS106",,,,0,"wx_vappress15","0f1fd09f0b2b7b63",1,0
"GCW","W","2022-09-03 16:30:00","CS106",,,,6.623735,"wx_vpd15","5d9fd7c230003bee",,0
"GCW","W","2022-09-03 16:30:00","RM Young 05103-10-L",,,,210.6649,"wx_winddir15","d3c5b8e03bbc6296",0,0
"GCW","W","2022-09-03 16:30:00","RM Young 05103-10-L",,,,0.4559177,"wx_windspeed15","973ef54be9d20d59",,0
"GCW","W","2022-09-03 16:45:00","CS106",,,,1021.684,"wx_barpress15","363f067356304a96",0,0
"GCW","W","2022-09-03 16:45:00","CS700",,,,0,"wx_gcrew_rain15","cb617435d3e65382",0,0
"GCW","W","2022-09-03 16:45:00","RM Young 05103-10-L",,,,1.8032,"wx_maxws15","67ff67d248be2fdd",0,0
"GCW","W","2022-09-03 16:45:00","RM Young 05103-10-L",,,,0,"wx_minws15","34360990da2641cf",0,0
"GCW","W","2022-09-03 16:45:00","LI-190R",,,,212,"wx_par_den15","425ffa66163d0e78",,0
"GCW","W","2022-09-03 16:45:00","LI-190R",,,,0,"wx_par_tot15","da864d1f1305c66b",,0
"GCW","W","2022-09-03 16:45:00","CS EE181",,,,69.84,"wx_rh15","e50188c616956a96",0,0
"GCW","W","2022-09-03 16:45:00","LI-200R",,,,92.1,"wx_slr_fd15","6be30bcb36722a34",,0
"GCW","W","2022-09-03 16:45:00","LI-200R",,,,0.497,"wx_slr_tf15","814f7d0dfc120c3f",,0
"GCW","W","2022-09-03 16:45:00","CS106",,,,6.402693,"wx_svp15","476a3c9e8b3d9d68",,0
"GCW","W","2022-09-03 16:45:00","CS EE181",,,,26.32,"wx_tempavg15","bf05548d635842ad",0,0
"GCW","W","2022-09-03 16:45:00","CS106",,,,0,"wx_vappress15","807a123ab0a7f2b1",1,0
"GCW","W","2022-09-03 16:45:00","CS106",,,,6.402693,"wx_vpd15","b1e10ba6b2bde70f",,0
"GCW","W","2022-09-03 16:45:00","RM Young 05103-10-L",,,,211.4353,"wx_winddir15","5cae15cdc7496d6a",0,0
"GCW","W","2022-09-03 16:45:00","RM Young 05103-10-L",,,,0.4872777,"wx_windspeed15","a39109f9a7caa9a2",,0
"GCW","W","2022-09-03 17:00:00","CS106",,,,1021.685,"wx_barpress15","f8977af46bb1bd7a",0,0
"GCW","W","2022-09-03 17:00:00","CS700",,,,0,"wx_gcrew_rain15","d6ba8736e06ee328",0,0
"GCW","W","2022-09-03 17:00:00","RM Young 05103-10-L",,,,0.9015999,"wx_maxws15","c9f81da210dd2256",0,0
"GCW","W","2022-09-03 17:00:00","RM Young 05103-10-L",,,,0,"wx_minws15","5fc0684848db8bc8",0,0
"GCW","W","2022-09-03 17:00:00","LI-190R",,,,155.5,"wx_par_den15","a77dfffc673d3a7e",,0
"GCW","W","2022-09-03 17:00:00","LI-190R",,,,0,"wx_par_tot15","1329f33e59ac5e95",,0
"GCW","W","2022-09-03 17:00:00","CS EE181",,,,73.73,"wx_rh15","7a2bf54ea7253de2",0,0
"GCW","W","2022-09-03 17:00:00","LI-200R",,,,62.77,"wx_slr_fd15","cc773581a49438b8",,0
"GCW","W","2022-09-03 17:00:00","LI-200R",,,,0.339,"wx_slr_tf15","05fcd66feb4cd0dc",,0
"GCW","W","2022-09-03 17:00:00","CS106",,,,6.349929,"wx_svp15","be0f364e77be9c1c",,0
"GCW","W","2022-09-03 17:00:00","CS EE181",,,,25.48,"wx_tempavg15","98a5251fda91cbaf",0,0
"GCW","W","2022-09-03 17:00:00","CS106",,,,0,"wx_vappress15","821f5ca1c2d51871",1,0
"GCW","W","2022-09-03 17:00:00","CS106",,,,6.349929,"wx_vpd15","bcecefc163b62d9a",,0
"GCW","W","2022-09-03 17:00:00","RM Young 05103-10-L",,,,242.0507,"wx_winddir15","fcf36c19005b10e0",0,0
"GCW","W","2022-09-03 17:00:00","RM Young 05103-10-L",,,,0.2389022,"wx_windspeed15","82f208b30e8f1d55",,0
"GCW","W","2022-09-03 17:15:00","CS106",,,,1021.629,"wx_barpress15","5664f6121e2fabbe",0,0
"GCW","W","2022-09-03 17:15:00","CS700",,,,0,"wx_gcrew_rain15","825eeb9e6be5668a",0,0
"GCW","W","2022-09-03 17:15:00","RM Young 05103-10-L",,,,0.9211999,"wx_maxws15","8e6036e5d2ff332b",0,0
"GCW","W","2022-09-03 17:15:00","RM Young 05103-10-L",,,,0,"wx_minws15","28a1c4bf2bf407a7",0,0
"GCW","W","2022-09-03 17:15:00","LI-190R",,,,176.9,"wx_par_den15","3aa0a8cfd73b2ee3",,0
"GCW","W","2022-09-03 17:15:00","LI-190R",,,,0,"wx_par_tot15","9ba6a0088a356076",,0
"GCW","W","2022-09-03 17:15:00","CS EE181",,,,76.18,"wx_rh15","ec2d5ad7a1715c2c",0,0
"GCW","W","2022-09-03 17:15:00","LI-200R",,,,80.5,"wx_slr_fd15","ad7a55cd66deb134",,0
"GCW","W","2022-09-03 17:15:00","LI-200R",,,,0.435,"wx_slr_tf15","5f405f1e01143089",,0
"GCW","W","2022-09-03 17:15:00","CS106",,,,6.257706,"wx_svp15","e51d36bad9958d9f",,0
"GCW","W","2022-09-03 17:15:00","CS EE181",,,,25.14,"wx_tempavg15","f951ee1958af4e20",0,0
"GCW","W","2022-09-03 17:15:00","CS106",,,,0,"wx_vappress15","b3a43c24a36c2aab",1,0
"GCW","W","2022-09-03 17:15:00","CS106",,,,6.257706,"wx_vpd15","8b720d5ce2af58b4",,0
"GCW","W","2022-09-03 17:15:00","RM Young 05103-10-L",,,,233.7457,"wx_winddir15","102aaf58eb838367",0,0
"GCW","W","2022-09-03 17:15:00","RM Young 05103-10-L",,,,0.3042355,"wx_windspeed15","1a9d49e4a5ec7435",,0
"GCW","W","2022-09-03 17:30:00","CS106",,,,1021.468,"wx_barpress15","d049c06e4e27991c",0,0
"GCW","W","2022-09-03 17:30:00","CS700",,,,0,"wx_gcrew_rain15","eaea79d2161584cb",0,0
"GCW","W","2022-09-03 17:30:00","RM Young 05103-10-L",,,,0.686,"wx_maxws15","f08e494b2301ff0f",0,0
"GCW","W","2022-09-03 17:30:00","RM Young 05103-10-L",,,,0,"wx_minws15","a6de9d1e4e3bf239",0,0
"GCW","W","2022-09-03 17:30:00","LI-190R",,,,148.8,"wx_par_den15","fa5a75df05d91051",,0
"GCW","W","2022-09-03 17:30:00","LI-190R",,,,0,"wx_par_tot15","e151c8e123a5f0d9",,0
"GCW","W","2022-09-03 17:30:00","CS EE181",,,,78.36,"wx_rh15","a2f19a00861c5eee",0,0
"GCW","W","2022-09-03 17:30:00","LI-200R",,,,66.31,"wx_slr_fd15","bcb1e765a6974829",,0
"GCW","W","2022-09-03 17:30:00","LI-200R",,,,0.358,"wx_slr_tf15","a2d29e9dadacc746",,0
"GCW","W","2022-09-03 17:30:00","CS106",,,,6.180973,"wx_svp15","3660cf7849164ba0",,0
"GCW","W","2022-09-03 17:30:00","CS EE181",,,,24.8,"wx_tempavg15","fc489179d97a20c3",0,0
"GCW","W","2022-09-03 17:30:00","CS106",,,,0,"wx_vappress15","db021f7b8ca2399f",1,0
"GCW","W","2022-09-03 17:30:00","CS106",,,,6.180973,"wx_vpd15","7df05a01d8207d65",,0
"GCW","W","2022-09-03 17:30:00","RM Young 05103-10-L",,,,208.7425,"wx_winddir15","2ef22f575db98744",0,0
"GCW","W","2022-09-03 17:30:00","RM Young 05103-10-L",,,,0.2075422,"wx_windspeed15","e2d2eae266488187",,0
"GCW","W","2022-09-03 17:45:00","CS106",,,,1021.465,"wx_barpress15","4acec5f377023e05",0,0
"GCW","W","2022-09-03 17:45:00","CS700",,,,0,"wx_gcrew_rain15","b49967220b428b02",0,0
"GCW","W","2022-09-03 17:45:00","RM Young 05103-10-L",,,,0.4312,"wx_maxws15","ee0b1e365b6e9ee8",0,0
