"","Run_Date","N2O_Curve","CO2_Curve","CH4_Curve","Sample_ID","N2O_Area","CO2_Area","CH4_Area","N2O_Conc_ppm","CO2_Conc_ppm","CH4_Conc_ppm","N2O_Flag","CO2_Flag","CH4_Flag","Notes"
"171","5/4/2026","High","High","High","SWH_UP_B_T4",87840,6521393,11911,52.1591259651407,72173.4566372752,17.0774784356882,"Within Range","ADL","Within Range",NA
"172","5/4/2026","High","High","High","SWH_UP_B_T1",80155,5397209,15321,45.9294953956468,59287.6285475568,22.8679583131813,"Within Range","ADL","Within Range",NA
"173","5/4/2026","High","High","High","SWH_UP_B_T2",165814,6471239,13055,115.366570861135,71598.5722571277,19.0200910397504,"Within Range","ADL","Within Range",NA
"174","5/4/2026","High","High","High","SWH_UP_B_T3",120875,6278445,14175,78.9380258822821,69388.6934999766,20.9219495332379,"Within Range","ADL","Within Range",NA
"175","5/4/2026","High","High","High","SWH_UP_A_T2",217931,6861649,16280,157.61376102253,76073.6013844831,24.49642464823,"Within Range","ADL","Within Range",NA
"176","5/4/2026","High","High","High","SWH_UP_B_T5",51643,5149852,19377,22.8170390784821,56452.3277615747,29.755403000311,"Within Range","ADL","Within Range",NA
"177","5/4/2026","High","High","High","SWH_UP_B_T6",34576,6188871,10710,8.98215229519614,68361.9619637615,15.038074819011,"Within Range","ADL","Within Range",NA
"178","5/4/2026","High","High","High","SWH_UP_A_T1",201617,6830536,13272,144.389272654186,75716.9722478334,19.3885761228636,"Within Range","ADL","Within Range",NA
"179","5/4/2026","High","High","High","SWH_UP_C_T5",41613,8705570,14084,14.6864997665727,97209.33095991,20.767423530642,"Within Range","ADL","Within Range",NA
"180","5/4/2026","High","High","High","SWH_UP_A_T3",215076,7525277,11607,155.299435026966,83680.3599965285,16.5612597017416,"Within Range","ADL","Within Range",NA
"181","5/4/2026","High","High","High","SWH_UP_C_T3",70684,6817031,9042,38.2520938180701,75562.1727591806,12.2056641340671,"Within Range","ADL","Within Range",NA
"182","5/4/2026","High","High","High","SWH_TR_B_T3",34032,2643654,18647,8.54117389183834,27725.3252541595,28.5157988036629,"Within Range","Within Range","Within Range",NA
"183","5/4/2026","High","High","High","SWH_TR_A_T2",56528,4842605,7540,26.7769278659873,52930.5448300602,9.65513604726518,"Within Range","ADL","Within Range",NA
"184","5/4/2026","High","High","High","SWH_TR_A_T3",14584,4535477,11401,-7.22380402820299,49410.1259221776,16.2114535859752,"BDL","Within Range","Within Range",NA
"185","5/4/2026","High","High","High","SWH_TR_A_T4",12602,5524041,121589,-8.83045696102498,60741.4255667949,203.320367586331,"BDL","ADL","Within Range",NA
"186","5/4/2026","High","High","High","SWH_TR_A_T1",15152,4213170,10265,-6.76337069528529,45715.7194957271,14.2824256854379,"BDL","Within Range","Within Range",NA
"187","5/4/2026","High","High","High","SWH_TR_A_T6",14242,4613119,22668,-7.50103677443161,50300.0882989255,35.3438104128711,"BDL","ADL","Within Range",NA
"188","5/4/2026","High","High","High","SWH_TR_B_T1",18105,4541371,40041,-4.36960373735223,49477.685210302,64.8446922051551,"BDL","Within Range","Within Range",NA
"189","5/4/2026","High","High","High","SWH_TR_A_T5",13914,3168180,17473,-7.76692081175028,33737.6434018894,26.5222435613823,"BDL","Within Range","Within Range",NA
"190","5/4/2026","High","High","High","SWH_TR_B_T2",24772,4150647,13366,1.0348135699758,44999.0568945395,19.5481963892813,"BDL","Within Range","Within Range",NA
"191","5/4/2026","High","High","Low","SWH_UP_C_T2",93181,5745437,4942,56.4886584142841,63279.1514157229,7.87730106256004,"Within Range","ADL","Within Range",NA
"192","5/4/2026","Low","High","High","Gcrew_WC_C_T1",5560,3035180,96096,2.54796371882613,32213.1464014584,160.031011716263,"Within Range","Within Range","Within Range",NA
"193","5/4/2026","Low","High","High","Gcrew_WC_C_T0",4898,4728701,953132,2.23909229992636,51624.9335042174,1615.35350798817,"Within Range","ADL","ADL",NA
"194","5/4/2026","Low","High","High","SWH_TR_B_T0",3461,4094338,15515,1.56862669726933,44353.6215441841,23.1973873736604,"Within Range","Within Range","Within Range",NA
"195","5/4/2026","Low","High","High","SWH_TR_A_T0",11189,4381937,7225,5.17430392575477,47650.1915654394,9.12023834597183,"Within Range","Within Range","Within Range",NA
"196","5/4/2026","Low","High","High","Gcrew_WC_B_T5",9868,5263635,24552,4.55796080737624,57756.5521390186,38.5430080929875,"Within Range","ADL","Within Range",NA
"197","5/4/2026","Low","High","High","SWH_TR_B_T4",5581,3730658,13966,2.5577617547731,40184.9819267649,20.5670491536496,"Within Range","Within Range","Within Range",NA
"198","5/4/2026","Low","High","High","SWH_TR_B_T5",5140,4032903,34624,2.3520029998867,43649.430016203,55.64614983085,"Within Range","Within Range","Within Range",NA
"199","5/4/2026","Low","High","Low","Gcrew_WC_B_T0",5411,3785484,2638,2.47844432091666,40813.4185624463,3.92705577109399,"Within Range","Within Range","Within Range",NA
"200","5/4/2026","Low","High","High","Gcrew_WC_C_T3",5255,3776342,28428,2.40565891102488,40708.6294528378,45.1247969508067,"Within Range","Within Range","Within Range",NA
"201","5/4/2026","Low","High","High","Gcrew_WC_C_T4",4399,3542430,12905,2.00627230290071,38027.4404125008,18.7653778486583,"Within Range","Within Range","Within Range",NA
"202","5/4/2026","Low","High","High","SWH_TR_B_T6",4674,3924973,133925,2.134579916492,42412.2949691615,224.267980421743,"Within Range","Within Range","Within Range",NA
"203","5/4/2026","Low","High","High","Gcrew_WC_C_T6",5132,4926732,44436,2.34827041476404,53894.8407635584,72.3077887041528,"Within Range","ADL","Within Range",NA
"204","5/5/2026","High","High","High","SWH_TR_C_T2",15563,12449663,16265,-6.22628487745631,43189.4663136117,26.9903791136372,"BDL","Within Range","Within Range",""
"205","5/5/2026","High","High","High","SWH_TR_C_T4",18518,8634410,15241,-3.97938686770224,29078.2803118297,25.3214703776182,"BDL","Within Range","Within Range",""
"206","5/5/2026","High","High","High","MSM_UP_A_T2",40135,16683881,10425,12.4575655102517,58850.2462855017,17.472383978529,"Within Range","ADL","Within Range",""
"207","5/5/2026","High","High","High","SWH_TR_C_T1",16133,12699978,12441,-5.7928730786205,44115.287359827,20.7580480525664,"BDL","Within Range","Within Range",""
"208","5/5/2026","High","High","High","MSM_UP_C_T4",35815,15712495,33381,9.17276029802239,55257.4547915884,54.8859278692041,"Within Range","ADL","Within Range",""
"209","5/5/2026","High","High","High","SWH_TR_C_T3",14602,9638868,20991,-6.95700196286196,32793.392695983,34.6927840808497,"BDL","Within Range","Within Range",""
"210","5/5/2026","High","High","High","MSM_UP_B_T5",31663,10613616,8913,6.01569751071311,36398.618963511,15.008135923001,"Within Range","Within Range","Within Range",""
"211","5/5/2026","High","High","High","MSM_UP_C_T3",69508,13687635,52654,34.7919598386803,47768.2591635218,86.2969416087484,"Within Range","Within Range","Within Range",""
"212","5/5/2026","High","High","High","MSM_UP_B_T3",22469,12992109,22758,-0.975158767350845,45195.7700638276,37.5726295266949,"BDL","Within Range","Within Range",""
"213","5/5/2026","High","High","High","MSM_UP_C_T5",78707,17371770,16636,41.7866179746288,61394.4889943285,27.5950325717065,"Within Range","ADL","Within Range",""
"214","5/5/2026","High","High","Low","MSM_UP_B_T0",30326,15001928,2405,4.99908071239122,52629.3346895327,3.6129364710196,"Within Range","ADL","Within Range",""
"215","5/5/2026","High","High","Low","MSM_UP_B_T4",32088,11026746,2759,6.33885543089771,37926.6314630532,4.18296257881976,"Within Range","Within Range","Within Range",""
"216","5/5/2026","High","High","Low","MSM_UP_B_T1",30847,13900178,3445,5.39523430395868,48554.375787079,5.28758944308788,"Within Range","Within Range","Within Range",""
"217","5/5/2026","High","High","Low","MSM_UP_B_T2",30585,13900178,3445,5.19601695080959,48554.375787079,5.28758944308788,"Within Range","Within Range","Within Range",""
"218","5/5/2026","High","High","Low","MSM_UP_A_T1",43017,17676214,1598,14.6489563948917,62520.5128546404,2.3134701744243,"Within Range","ADL","BDL",""
"219","5/5/2026","High","High","Low","MSM_UP_C_T1",40374,11934237,1581,12.639294317132,41283.0993816796,2.28609603930396,"Within Range","Within Range","BDL",""
"220","5/5/2026","High","High","Low","MSM_UP_C_T2",76865,14554337,2037,40.3860135299699,50973.8639111273,3.0203669578262,"Within Range","ADL","Within Range",""
"221","5/5/2026","High","High","Low","MSM_UP_A_T4",123614,20548752,2532,75.9326243786986,73144.9506088828,3.81743736280101,"Within Range","ADL","Within Range",""
"222","5/5/2026","High","High","Low","MSM_UP_A_T5",125125,19396873,5737,77.081545831402,68884.5833880074,8.9782669546076,"Within Range","ADL","Within Range",""
"223","5/5/2026","High","High","Low","MSM_UP_A_T6",166733,20891785,5514,108.719086403262,74413.7006675943,8.61918271155834,"Within Range","ADL","Within Range",""
"224","5/5/2026","High","High","High","MSM_UP_B_T6",53288,12288743,42014,22.4587328612823,42594.2837526107,68.9559367735514,"Within Range","Within Range","Within Range",""
"225","5/5/2026","Low","High","High","SWH_TR_C_T0",4755,11882643,9039,1.98000010929738,41092.272579217,15.2134899276284,"Within Range","Within Range","Within Range",""
"226","5/5/2026","Low","High","High","SWH_WC_B_T0",2509,5371244,53707,1.04221325004085,17009.0564934641,88.0131143617054,"BDL","Within Range","Within Range",""
"227","5/5/2026","Low","High","High","SWH_WC_B_T1",3772,5126519,53962,1.56956178220514,16103.9107549545,88.4287117520227,"Within Range","Within Range","Within Range",""
"228","5/5/2026","Low","High","High","SWH_WC_B_T2",1547,9416975,18608,0.640543188329012,31972.6939387856,30.8089857234931,"BDL","Within Range","Within Range",""
"229","5/5/2026","Low","High","High","SWH_WC_B_T3",3779,6236224,13669,1.57248453733194,20208.2922106816,22.7594347008391,"Within Range","Within Range","Within Range",""
"230","5/5/2026","Low","High","High","SWH_TR_C_T5",4783,13824662,209645,1.99169112980459,48275.0705032327,342.159882405968,"Within Range","Within Range","Within Range",""
"231","5/5/2026","Low","High","High","SWH_TR_C_T6",4542,10334314,23363,1.89106484615328,35365.5859057636,38.5586547076436,"Within Range","Within Range","Within Range",""
"232","5/5/2026","Low","High","High","SWH_WC_A_T0",2082,13205134,38907,0.863925187305969,45983.6694241137,63.8921677864314,"BDL","Within Range","Within Range",""
"233","5/5/2026","Low","High","High","SWH_WC_A_T1",3955,12105372,16299,1.64597095194866,41916.0633860104,27.0457920990128,"Within Range","Within Range","Within Range",""
"234","5/5/2026","Low","High","High","SWH_WC_A_T2",4577,8209353,19826,1.90567862178729,27506.1543248088,32.7940744348906,"Within Range","Within Range","Within Range",""
"235","5/5/2026","Low","High","High","SWH_WC_A_T3",7734,10459577,15311,3.22384118397468,35828.8866336947,25.4355559357445,"Within Range","Within Range","Within Range",""
"236","5/5/2026","Low","High","High","SWH_WC_A_T4",3355,13627307,14381,1.39544908393712,47545.128579753,23.9198478063523,"Within Range","Within Range","Within Range",""
"237","5/5/2026","Low","High","High","SWH_WC_A_T5",4314,14885685,28979,1.7958665363089,52199.3955493486,47.7115760567476,"Within Range","ADL","Within Range",""
"238","5/5/2026","Low","High","High","SWH_WC_A_T6",3200,8165875,32679,1.33073093470081,27345.3455540706,53.7418127005661,"Within Range","Within Range","Within Range",""
"239","5/5/2026","Low","High","High","SWH_WC_C_T6",9991,16592482,20427,4.16622094414475,58512.1957579542,33.7735804410892,"Within Range","ADL","Within Range",""
"240","5/5/2026","Low","High","High","MSM_UP_A_T0",11771,24237268,25494,4.90943581924566,86787.3841110775,42.0317450557456,"Within Range","ADL","Within Range",""
"241","5/5/2026","Low","High","High","MSM_UP_C_T0",9798,13635571,14240,4.08563640993437,47575.6940078173,23.6900468964122,"Within Range","Within Range","Within Range",""
"242","5/5/2026","Low","High","High","SWH_WC_C_T0",2854,6518284,60281,1.18626332414748,21251.5260731968,98.7273780634521,"BDL","Within Range","Within Range",""
"243","5/5/2026","Low","High","High","SWH_WC_B_T4",4236,9036007,53026,1.7632986934674,30563.6365817174,86.9032248605053,"Within Range","Within Range","Within Range",""
"244","5/5/2026","Low","High","High","SWH_WC_B_T5",9279,11442437,81145,3.86893499410439,39464.1161384514,132.731393559838,"Within Range","Within Range","Within Range",""
"245","5/5/2026","Low","High","High","SWH_WC_B_T6",7319,9969712,12162,3.05056355860003,34017.0602277492,20.3033356137487,"Within Range","Within Range","Within Range",""
"246","5/5/2026","Low","High","High","SWH_WC_C_T4",9779,10900040,118947,4.07770321744734,37457.9936208075,194.340854535413,"Within Range","Within Range","Within Range",""
"247","5/5/2026","Low","High","High","SWH_WC_C_T1",2920,6413839,23715,1.21382072962875,20865.2232980057,39.1323420856501,"BDL","Within Range","Within Range",""
"248","5/5/2026","Low","High","High","SWH_WC_C_T2",3410,6051013,105391,1.41841358850484,19523.2663760709,172.247371307412,"Within Range","Within Range","Within Range",""
"249","5/5/2026","Low","High","High","SWH_WC_C_T3",11385,11061221,69014,4.7482667508249,38054.1415226512,112.960366336551,"Within Range","Within Range","Within Range",""
"250","5/5/2026","Low","High","Low","MSM_UP_A_T3",9020,22815140,2653,3.76079305441275,81527.467474791,4.01227679512819,"Within Range","ADL","Within Range",""
"251","5/5/2026","Low","High","High","SWH_WC_C_T5",10817,9105532,104239,4.51110604910731,30820.7834096666,170.369848979391,"Within Range","Within Range","Within Range",""
"252","5/5/2026","Low","High","Low","MSM_UP_C_T6",3328,11384420,2515,1.3841755998766,39249.5330745588,3.79006322768067,"Within Range","Within Range","Within Range","more pressurized than the others"
